year,player,pos,age,team,g,gs,mp,pts,trb,ast,fgpct,threeppct,ftpct
1999,Paul Grant,C,25,TOT,6,0,13.0,4.0,1.0,0.0,33.3,,0.0
1999,Steve Henson,PG,30,DET,4,0,25.0,4.0,0.0,3.0,50.0,,100.0
1999,Horace Grant,PF,33,ORL,50,50,1660.0,443.0,351.0,90.0,43.4,,67.1
1999,Aaron Williams,PF,27,SEA,40,2,458.0,158.0,128.0,22.0,42.3,,73.0
1999,Scottie Pippen*,SF,33,HOU,50,50,2011.0,726.0,323.0,293.0,43.2,34.0,72.1
1999,Fred Hoiberg,SG,26,IND,12,0,87.0,19.0,11.0,4.0,28.6,11.1,100.0
1999,Gary Trent,PF,24,DAL,45,23,1362.0,719.0,351.0,77.0,47.7,,61.7
1999,Anthony Parker,SG,23,PHI,2,0,3.0,2.0,0.0,0.0,100.0,,0.0
1999,Rodrick Rhodes,SG,25,VAN,10,1,123.0,34.0,13.0,10.0,25.0,14.3,57.9
1999,Jeffrey Sheppard,SG,24,ATL,18,5,185.0,40.0,22.0,16.0,38.5,28.6,61.5
1999,Dikembe Mutombo*,C,32,ATL,50,50,1829.0,541.0,610.0,57.0,51.2,,68.4
2000,Tim Thomas,SF,22,MIL,80,1,2093.0,945.0,332.0,113.0,46.1,34.6,77.4
2000,Alan Henderson,PF,27,ATL,82,82,2775.0,1083.0,571.0,77.0,46.1,10.0,67.1
2000,Jerome Kersey,SF,37,SAS,72,18,1310.0,321.0,225.0,69.0,41.2,,70.7
2000,Tim Duncan,PF,23,SAS,74,74,2875.0,1716.0,918.0,234.0,49.0,9.1,76.1
2000,Anthony Avent,PF,30,LAC,49,3,377.0,81.0,74.0,11.0,30.2,,71.9
2000,Jim McIlvaine,C,27,NJN,66,53,1048.0,157.0,230.0,36.0,41.6,,51.8
2000,George Lynch,SF,29,PHI,75,75,2416.0,722.0,582.0,136.0,46.1,41.7,61.7
2000,Corey Benjamin,SG,21,CHI,48,10,862.0,370.0,88.0,54.0,41.4,34.8,59.8
2000,Austin Croshere,PF,24,IND,81,14,1885.0,835.0,516.0,89.0,44.1,36.2,84.8
2000,Jacque Vaughn,PG,24,UTA,78,0,884.0,289.0,65.0,121.0,41.6,41.2,75.0
2000,Marcus Camby,C,25,NYK,59,11,1548.0,601.0,461.0,49.0,48.0,50.0,67.0
2000,Shawn Kemp,C,30,CLE,82,82,2492.0,1463.0,725.0,138.0,41.7,33.3,77.6
2000,Dion Glover,SG,21,ATL,30,1,446.0,195.0,38.0,27.0,38.6,26.7,72.9
2000,Terry Porter,PG,36,SAS,68,8,1613.0,641.0,191.0,221.0,44.7,43.5,80.6
2000,Tariq Abdul-Wahad,SG,25,TOT,61,56,1578.0,697.0,291.0,98.0,42.4,13.0,75.6
2000,Damon Jones,PG,23,TOT,55,1,612.0,233.0,55.0,96.0,38.5,36.0,66.7
2000,Haywoode Workman,PG,34,TOT,36,2,350.0,86.0,26.0,61.0,34.4,32.6,66.7
2000,Dennis Scott,SF,31,VAN,66,0,1263.0,369.0,106.0,69.0,37.5,37.6,84.2
2000,Todd Day,SG,30,PHO,58,1,941.0,396.0,129.0,65.0,39.4,38.8,66.7
2000,Greg Buckner,SG,23,DAL,48,1,923.0,275.0,174.0,55.0,47.6,38.5,68.3
2001,Greg Buckner,SG,24,DAL,37,9,820.0,229.0,157.0,49.0,43.8,28.6,72.8
2001,Courtney Alexander,PG,23,WAS,27,18,910.0,458.0,80.0,41.0,44.8,38.9,85.7
2001,Eric Snow,PG,27,PHI,50,50,1740.0,491.0,166.0,369.0,41.8,26.3,79.2
2001,Muggsy Bogues,PG,36,TOR,3,0,34.0,0.0,3.0,5.0,0.0,,0.0
2001,Cedric Ceballos,SF,31,TOT,40,0,559.0,261.0,106.0,20.0,44.1,30.1,86.0
2001,Erick Strickland,PG,27,VAN,22,0,409.0,140.0,76.0,66.0,30.1,29.2,86.3
2001,Hubert Davis,PG,30,TOT,66,18,1692.0,524.0,139.0,110.0,45.3,45.6,87.1
2001,Cedric Ceballos,SF,31,DET,13,0,166.0,75.0,26.0,7.0,39.4,27.5,80.0
2001,Isaac Austin,C,31,VAN,52,16,845.0,226.0,222.0,58.0,35.6,25.0,70.0
2001,Steve Kerr,PG,35,SAS,55,1,650.0,181.0,35.0,57.0,42.1,42.9,93.3
2001,Sean Rooks,C,31,LAC,82,0,1553.0,446.0,303.0,77.0,42.8,50.0,74.8
2001,Ervin Johnson,C,33,MIL,82,19,1981.0,266.0,613.0,40.0,54.5,,53.8
2001,Jake Tsakalidis,C,21,PHO,57,39,947.0,256.0,242.0,19.0,47.0,,59.3
2001,Chris Childs,PG,33,TOT,77,5,1859.0,362.0,202.0,355.0,40.3,30.2,84.5
2001,Danny Fortson,PF,24,GSW,6,6,203.0,100.0,98.0,5.0,58.0,,77.8
2001,Anthony Miller,PF,29,TOT,4,0,11.0,2.0,2.0,0.0,50.0,,0.0
2001,Anthony Goldwire,PG,29,DEN,20,0,201.0,82.0,12.0,34.0,37.5,26.5,76.5
2001,Mike Smith,SF,24,WAS,17,0,180.0,51.0,22.0,10.0,32.2,16.7,62.5
2001,Zan Tabak,C,30,IND,55,14,777.0,216.0,213.0,33.0,52.7,,42.6
2001,Jason Williams,PG,25,SAC,77,77,2290.0,720.0,185.0,416.0,40.7,31.5,78.9
2001,James Posey,SF,24,DEN,82,82,2255.0,666.0,431.0,163.0,41.2,30.0,81.6
2002,Dion Glover,SG,23,ATL,55,25,1156.0,492.0,169.0,84.0,42.1,33.0,75.7
2002,Jeryl Sasser,SG,22,ORL,7,0,36.0,10.0,7.0,2.0,21.4,,80.0
2002,Scott Padgett,PF,25,UTA,75,1,1295.0,500.0,285.0,82.0,47.6,43.4,73.5
2002,Jud Buechler,SF,33,PHO,6,0,54.0,6.0,8.0,3.0,33.3,33.3,0.0
2002,Jon Barry,SG,32,DET,82,6,1985.0,739.0,234.0,274.0,48.9,46.9,93.1
2002,Chucky Brown,SF,33,SAC,18,0,92.0,21.0,33.0,6.0,37.0,,50.0
2002,Shawn Marion,SF,23,PHO,81,81,3109.0,1547.0,803.0,162.0,46.9,39.3,84.5
2002,Jeff Foster,C,25,IND,82,48,1786.0,467.0,556.0,70.0,44.9,13.3,61.0
2002,John Amaechi,PF,31,UTA,54,0,586.0,175.0,109.0,29.0,32.5,,63.8
2002,Mike Penberthy,PG,27,LAL,3,0,12.0,5.0,2.0,2.0,50.0,,75.0
2002,Eric Montross,C,30,TOR,49,24,655.0,116.0,140.0,16.0,40.2,,32.3
2002,Earl Watson,PG,22,SEA,64,0,964.0,231.0,83.0,125.0,45.3,36.4,63.9
2002,Walter McCarty,PF,27,BOS,56,0,718.0,212.0,128.0,41.0,44.4,39.4,68.4
2002,Steve Goodrich,SF,25,NJN,9,0,50.0,5.0,5.0,5.0,20.0,,50.0
2002,Eldridge Recasner,SG,34,CHH,1,0,2.0,0.0,0.0,0.0,0.0,,0.0
2002,Joe Crispin,PG,22,TOT,21,0,156.0,79.0,11.0,26.0,38.2,38.5,92.3
2002,Felipe Lopez,SG,27,MIN,67,0,581.0,169.0,80.0,39.0,37.8,42.4,67.3
2002,P.J. Brown,C,32,CHH,80,80,2563.0,669.0,786.0,107.0,47.4,,85.8
2002,Malik Rose,PF,27,SAS,82,1,1725.0,772.0,492.0,61.0,46.3,8.3,72.0
2002,Shaquille O'Neal*,C,29,LAL,67,66,2422.0,1822.0,715.0,200.0,57.9,,55.5
2003,Lucious Harris,SG,32,NJN,77,25,1973.0,795.0,232.0,155.0,41.3,34.6,80.4
2003,Michael Finley,SF,29,DAL,69,69,2642.0,1331.0,402.0,205.0,42.5,37.0,86.1
2003,Paul Shirley,PF,25,ATL,2,0,5.0,0.0,1.0,0.0,0.0,,0.0
2003,Andrei Kirilenko,SF,21,UTA,80,11,2213.0,963.0,420.0,138.0,49.1,32.5,80.0
2003,Tyrone Hill,PF,34,PHI,24,18,496.0,109.0,124.0,9.0,40.4,,60.0
2003,Elden Campbell,C,34,TOT,56,1,869.0,343.0,181.0,51.0,39.7,,80.1
2003,Doug Christie,SG,32,SAC,80,80,2710.0,748.0,342.0,376.0,47.9,39.5,81.0
2003,Devin Brown,SG,24,TOT,10,2,93.0,30.0,18.0,7.0,34.3,,75.0
2003,Chris Andersen,C,24,DEN,59,3,907.0,305.0,274.0,32.0,40.0,,55.0
2003,Maurice Taylor,PF,26,HOU,67,9,1377.0,562.0,238.0,66.0,43.2,,72.5
2003,Aaron Williams,C,31,NJN,81,0,1597.0,500.0,331.0,88.0,45.3,,78.5
2003,Anthony Carter,PG,27,MIA,49,26,912.0,199.0,83.0,203.0,35.6,,66.0
2003,Mike Dunleavy,SF,22,GSW,82,3,1305.0,466.0,214.0,106.0,40.3,34.7,78.0
2003,Corliss Williamson,SF,29,DET,82,1,2061.0,987.0,358.0,104.0,45.3,18.2,79.0
2003,Darrell Armstrong,PG,34,ORL,82,23,2350.0,769.0,295.0,323.0,40.9,33.6,87.8
2003,Jerome Moiso,C,24,NOH,51,1,644.0,205.0,178.0,22.0,52.0,,65.9
2003,Jeff McInnis,PG,28,POR,75,1,1311.0,432.0,97.0,170.0,44.4,17.1,74.6
2003,Loren Woods,C,24,MIN,38,11,353.0,80.0,95.0,19.0,38.2,33.3,77.8
2003,Jahidi White,C,26,WAS,16,8,230.0,67.0,73.0,2.0,47.2,,68.0
2004,Mark Pope,PF,31,DEN,4,0,20.0,2.0,3.0,0.0,50.0,,0.0
2004,Jacque Vaughn,PG,28,ATL,71,6,1271.0,270.0,116.0,195.0,38.6,15.0,77.9
2004,Adonal Foyle,C,28,GSW,44,8,572.0,137.0,167.0,17.0,45.4,,54.3
2004,Rick Fox,SF,34,LAL,38,34,846.0,183.0,102.0,98.0,39.2,24.6,73.3
2004,Clarence Weatherspoon,PF,33,NYK,15,1,216.0,54.0,50.0,13.0,45.0,,94.7
2004,Kedrick Brown,SF,22,CLE,34,16,561.0,179.0,78.0,39.0,46.5,38.8,64.3
2004,Mike Dunleavy,SF,23,GSW,75,69,2336.0,877.0,442.0,220.0,44.9,37.0,74.1
2004,Milt Palacio,PG,25,TOR,59,13,1211.0,257.0,102.0,184.0,34.9,15.4,66.2
2004,Wesley Person,SG,32,ATL,9,0,132.0,40.0,25.0,5.0,33.3,42.1,100.0
2004,J.R. Bremer,PG,23,TOT,36,2,443.0,118.0,36.0,51.0,27.2,25.7,65.0
2004,Zydrunas Ilgauskas,C,28,CLE,81,81,2539.0,1237.0,653.0,109.0,48.3,28.6,74.6
2004,Carlos Boozer,PF,22,CLE,75,75,2592.0,1162.0,857.0,148.0,52.3,16.7,76.8
2004,Rodney White,SF,23,DEN,72,0,985.0,541.0,165.0,60.0,45.9,37.9,75.0
2004,Maurice Taylor,PF,27,HOU,75,10,2081.0,862.0,384.0,107.0,48.0,,73.6
2004,Shammond Williams,SG-PG,28,TOT,53,4,763.0,255.0,60.0,116.0,37.5,30.0,87.9
2004,Jermaine O'Neal,PF,25,IND,78,78,2788.0,1566.0,778.0,164.0,43.4,11.1,75.7
2004,Jeff McInnis,SG,29,POR,39,26,1269.0,465.0,94.0,196.0,47.1,31.9,76.3
2004,Dan Langhi,SF,26,TOT,6,0,37.0,13.0,4.0,0.0,35.7,50.0,100.0
2004,Ryan Bowen,PF,28,DEN,52,1,392.0,46.0,87.0,18.0,34.0,,83.3
2004,Scott Williams,C,35,PHO,16,10,267.0,117.0,72.0,6.0,52.5,100.0,69.2
2004,Stanislav Medvedenko,PF,24,LAL,68,38,1442.0,563.0,343.0,57.0,44.1,,76.7
2004,Fred Jones,SG,24,IND,81,2,1508.0,397.0,126.0,173.0,39.5,30.3,83.2
2004,Alvin Williams,SG,29,TOR,56,54,1730.0,494.0,150.0,224.0,40.5,29.2,77.6
2005,Vladimir Radmanovic,PF,24,SEA,63,0,1856.0,741.0,289.0,86.0,40.9,38.9,78.6
2005,Keith Van,SF,29,MIL,33,13,818.0,342.0,165.0,41.0,44.9,38.5,86.2
2005,Danny Fortson,C,28,SEA,62,0,1047.0,463.0,348.0,8.0,52.2,,88.0
2005,Luis Flores,PG,23,DEN,1,0,4.0,3.0,1.0,0.0,50.0,100.0,0.0
2005,Earl Watson,PG,25,MEM,80,14,1808.0,615.0,164.0,359.0,42.6,31.9,65.9
2005,Kwame Brown,PF,22,WAS,42,14,908.0,292.0,206.0,39.0,46.0,,57.4
2005,Tim Duncan,PF,28,SAS,66,66,2203.0,1342.0,732.0,179.0,49.6,33.3,67.0
2005,Smush Parker,PG,23,TOT,16,1,144.0,48.0,12.0,15.0,41.9,23.1,69.2
2005,Zoran Planinic,PG,22,NJN,43,8,515.0,217.0,69.0,44.0,44.8,37.5,69.7
2005,Michael Bradley,PF,25,PHI,2,0,16.0,9.0,3.0,1.0,80.0,,50.0
2005,Kris Humphries,PF,19,UTA,67,4,873.0,278.0,197.0,43.0,40.4,33.3,43.6
2005,Tony Bobbitt,SG,25,LAL,2,0,12.0,5.0,3.0,0.0,40.0,50.0,0.0
2005,David West,SF,24,NOH,30,8,552.0,186.0,129.0,23.0,43.6,40.0,68.0
2005,Sebastian Telfair,PG,19,POR,68,26,1330.0,460.0,104.0,224.0,39.3,24.6,78.9
2005,Mo Williams,PG,22,MIL,80,80,2254.0,814.0,244.0,484.0,43.8,32.3,85.0
2005,Moochie Norris,PG,31,HOU,6,0,39.0,8.0,4.0,5.0,18.8,,100.0
2005,Antonio McDyess,PF,30,DET,77,8,1797.0,740.0,482.0,71.0,51.3,,65.6
2005,Andrei Kirilenko,PF,23,UTA,41,37,1349.0,640.0,255.0,132.0,49.3,29.9,78.4
2005,Calvin Booth,C,28,MIL,17,0,189.0,42.0,49.0,4.0,51.7,,75.0
2005,Jason Williams,PG,29,MEM,71,68,1952.0,719.0,122.0,399.0,41.3,32.4,79.2
2005,Keith McLeod,PG,25,UTA,53,47,1382.0,416.0,113.0,236.0,35.0,25.0,76.7
2005,Horace Jenkins,PG,30,DET,15,0,104.0,42.0,9.0,9.0,33.3,,92.3
2005,Rodney White,SF,24,GSW,16,0,146.0,57.0,15.0,8.0,37.1,31.3,60.0
2006,Peja Stojakovic,SF,28,SAC,31,31,1147.0,511.0,165.0,68.0,40.3,39.7,93.3
2006,Lou Williams,PG,19,PHI,30,0,145.0,56.0,19.0,10.0,44.2,22.2,61.5
2006,Rick Brunson,PG,33,HOU,23,0,215.0,44.0,20.0,33.0,34.8,41.7,58.3
2006,Nikoloz Tskitishvili,SF,22,PHO,12,0,86.0,33.0,20.0,3.0,36.4,33.3,66.7
2006,Mike James,PG,30,TOR,79,79,2925.0,1604.0,262.0,460.0,46.9,44.2,83.7
2006,John Salmons,SG,26,PHI,82,24,2059.0,619.0,220.0,223.0,42.0,29.9,77.5
2006,Metta World,SF,26,IND,16,16,603.0,310.0,78.0,35.0,46.0,33.3,61.2
2006,Jason Terry,PG,28,DAL,80,80,2798.0,1371.0,158.0,306.0,47.0,41.1,80.0
2006,Milt Palacio,PG,27,UTA,71,18,1376.0,441.0,134.0,190.0,42.4,6.3,65.3
2006,Kevin Burleson,PG,26,CHA,39,1,340.0,70.0,26.0,48.0,25.0,18.5,94.1
2006,Vitaly Potapenko,C,30,SAC,9,0,32.0,10.0,2.0,2.0,71.4,,0.0
2006,Mo Williams,PG,23,MIL,58,12,1531.0,703.0,143.0,230.0,42.4,38.2,85.0
2006,Trenton Hassell,SG,26,MIN,77,67,2514.0,710.0,216.0,203.0,46.4,30.4,74.4
2006,Matt Barnes,SF,25,NYK,6,5,93.0,26.0,24.0,6.0,36.7,25.0,75.0
2006,Awvee Storey,SF,28,WAS,25,1,116.0,43.0,22.0,4.0,39.0,42.9,57.1
2006,Luke Jackson,SF,24,CLE,36,0,315.0,96.0,40.0,25.0,34.1,33.3,78.8
2006,Danny Fortson,C,29,SEA,23,1,276.0,87.0,78.0,2.0,52.9,,76.7
2006,Derek Anderson,SG,31,MIA,23,3,465.0,133.0,60.0,48.0,30.8,31.3,84.2
2006,Eddie Gill,PG,27,IND,41,0,122.0,45.0,15.0,12.0,22.2,30.4,78.3
2006,Malik Allen,PF,27,CHI,54,20,701.0,266.0,140.0,20.0,49.0,100.0,60.5
2006,Stromile Swift,C,26,HOU,66,5,1344.0,586.0,291.0,25.0,49.1,,65.1
2006,Luke Walton,SF,25,LAL,69,6,1333.0,345.0,247.0,156.0,41.2,32.7,75.0
2006,Steven Hunter,C,24,PHI,69,35,1312.0,421.0,271.0,17.0,60.1,,51.4
2007,Alexander Johnson,PF,23,MEM,59,19,753.0,260.0,181.0,17.0,53.8,,66.1
2007,Craig Smith,PF,23,MIN,82,5,1537.0,608.0,416.0,49.0,53.1,,62.4
2007,Orien Greene,SG,24,IND,41,0,254.0,63.0,44.0,22.0,37.1,18.2,60.0
2007,Marcus Vinicius,SF,22,NOK,13,0,103.0,22.0,11.0,5.0,46.7,42.9,71.4
2007,Pat Garrity,PF,30,ORL,33,0,277.0,71.0,42.0,14.0,31.4,34.4,88.9
2007,Bernard Robinson,SG-SF,26,TOT,31,0,278.0,61.0,48.0,19.0,30.6,,85.2
2007,Will Conroy,PG-SG,24,TOT,7,0,52.0,0.0,7.0,9.0,0.0,,0.0
2007,Desmond Mason,SF,29,NOK,75,75,2575.0,1028.0,345.0,115.0,45.2,,66.3
2007,Shammond Williams,PG,31,LAL,30,0,345.0,94.0,40.0,31.0,40.7,40.0,66.7
2007,Antonio McDyess,PF,32,DET,82,3,1729.0,664.0,496.0,72.0,52.6,,69.1
2007,Devin Harris,PG,23,DAL,80,61,2081.0,813.0,196.0,296.0,49.2,28.0,82.4
2007,Troy Murphy,PF,26,IND,42,31,1185.0,467.0,257.0,66.0,46.1,40.9,77.2
2007,Dahntay Jones,SG,26,MEM,78,25,1671.0,583.0,153.0,68.0,47.7,41.7,79.3
2007,Beno Udrih,PG,24,SAS,73,1,948.0,340.0,82.0,122.0,36.9,28.7,88.3
2007,Rodney Carney,SF,22,PHI,67,35,1169.0,442.0,128.0,26.0,46.4,34.7,60.9
2007,Lou Williams,PG,20,PHI,61,0,688.0,262.0,70.0,110.0,44.1,32.4,69.6
2007,Hilton Armstrong,C,22,NOK,56,5,634.0,176.0,149.0,10.0,54.4,,59.7
2007,Lou Amundson,PF,24,UTA,1,0,2.0,0.0,0.0,0.0,0.0,,0.0
2007,Stephon Marbury,PG,29,NYK,74,74,2748.0,1210.0,213.0,403.0,41.5,35.7,76.9
2007,Jose Calderon,PG,25,TOR,77,11,1614.0,668.0,134.0,387.0,52.1,33.3,81.8
2007,Nenad Krstic,C,23,NJN,26,26,848.0,426.0,176.0,46.0,52.6,,71.1
2008,Keith Bogans,SG,27,ORL,82,35,2198.0,711.0,266.0,104.0,41.0,36.2,73.6
2008,Tony Allen,SG,26,BOS,75,11,1373.0,494.0,168.0,114.0,43.4,31.6,76.2
2008,Pau Gasol,C,27,TOT,66,66,2351.0,1246.0,553.0,211.0,53.4,25.0,80.7
2008,Antonio McDyess,PF,33,DET,78,78,2285.0,683.0,666.0,89.0,48.8,,62.2
2008,DeSagana Diop,C,26,TOT,79,23,1295.0,226.0,392.0,40.0,52.2,,54.3
2008,Bobby Jones,SF,24,SAS,3,0,20.0,2.0,2.0,1.0,25.0,,0.0
2008,Jeff Green,SF,21,SEA,80,52,2253.0,838.0,379.0,119.0,42.7,27.6,74.4
2008,Ian Mahinmi,C,21,SAS,6,0,23.0,21.0,5.0,1.0,50.0,,100.0
2008,Luis Scola,PF,27,HOU,82,39,2024.0,847.0,525.0,106.0,51.5,,66.8
2008,Dan Dickau,PG,29,LAC,67,8,1040.0,352.0,97.0,172.0,41.9,33.3,82.9
2008,Alexander Johnson,PF,24,MIA,43,6,549.0,179.0,94.0,13.0,48.8,,68.7
2008,Francisco Elson,C,31,TOT,63,5,813.0,210.0,200.0,24.0,39.0,,70.3
2008,Pat Garrity,PF,31,ORL,31,0,284.0,66.0,44.0,13.0,33.8,21.6,80.0
2008,Shannon Brown,SG,22,TOT,21,4,240.0,114.0,20.0,17.0,34.9,30.0,58.6
2008,Gerald Green,SF,22,HOU,1,0,4.0,6.0,2.0,0.0,100.0,,0.0
2008,P.J. Brown,PF,38,BOS,18,0,209.0,39.0,68.0,10.0,34.1,,68.8
2008,Kareem Rush,SG,27,IND,71,15,1504.0,588.0,168.0,89.0,40.1,38.9,71.4
2008,Daniel Gibson,PG,21,CLE,58,26,1765.0,605.0,134.0,145.0,43.2,44.0,81.0
2008,Robert Horry,PF,37,SAS,45,5,583.0,112.0,109.0,47.0,31.9,25.7,64.3
2008,Gordan Giricek,SG,30,PHO,22,0,442.0,193.0,51.0,35.0,49.7,38.0,94.1
2008,LaMarcus Aldridge,PF,22,POR,76,76,2649.0,1350.0,578.0,122.0,48.4,14.3,76.2
2008,Jason Kidd,PG,34,NJN,51,51,1895.0,577.0,412.0,530.0,36.6,35.6,82.0
2008,Kyle Lowry,PG,21,MEM,82,9,2089.0,791.0,250.0,296.0,43.2,25.7,69.8
2008,Mario West,SG,23,ATL,64,2,269.0,59.0,48.0,13.0,42.9,,65.4
2009,Kyle Lowry,PG,22,HOU,28,0,608.0,214.0,78.0,97.0,47.5,27.6,80.0
2009,Anthony Randolph,PF,19,GSW,63,22,1129.0,499.0,363.0,49.0,46.2,,71.6
2009,Al Harrington,PF,28,TOT,73,56,2546.0,1469.0,455.0,102.0,43.9,36.4,79.3
2009,Ryan Hollins,C,24,TOT,45,3,444.0,143.0,97.0,7.0,53.2,,59.7
2009,Henry Walker,SF,21,BOS,29,0,216.0,88.0,29.0,13.0,62.1,,69.6
2009,C.J. Watson,PG,24,GSW,77,18,1883.0,730.0,192.0,206.0,45.7,40.0,87.0
2009,Jason Collins,C,30,MIN,31,22,422.0,57.0,70.0,11.0,31.4,,46.4
2009,Courtney Sims,C,25,NYK,1,0,11.0,6.0,4.0,0.0,50.0,,0.0
2009,Ime Udoka,SF,31,SAS,67,3,1035.0,289.0,187.0,54.0,38.3,32.8,60.9
2009,Othello Hunter,PF,22,ATL,16,0,92.0,22.0,24.0,1.0,55.0,,0.0
2009,Shelden Williams,PF,25,TOT,45,0,512.0,186.0,153.0,12.0,44.6,,73.0
2009,Chauncey Billups,PG,32,DET,2,2,70.0,25.0,10.0,15.0,33.3,28.6,90.0
2009,J.R. Smith,SG,23,DEN,81,18,2245.0,1233.0,297.0,227.0,44.6,39.7,75.4
2009,Rudy Fernandez,SG,23,POR,78,4,1993.0,815.0,207.0,159.0,42.5,39.9,83.9
2009,Shannon Brown,SG,23,TOT,48,0,477.0,202.0,44.0,38.0,47.3,37.8,82.1
2009,Julian Wright,SF,21,NOH,54,19,772.0,237.0,152.0,43.0,46.6,9.5,56.7
2009,Kenyon Martin,PF,31,DEN,66,66,2111.0,769.0,395.0,132.0,49.1,36.8,60.4
2009,Zach Randolph,PF-C,27,TOT,50,45,1757.0,1041.0,504.0,103.0,47.5,33.0,73.4
2009,Sebastian Telfair,PG,23,MIN,75,43,2095.0,738.0,127.0,343.0,38.3,34.6,81.9
2009,Sean Williams,PF,22,NJN,33,0,366.0,80.0,79.0,13.0,41.7,,62.5
2009,Jared Dudley,SF,23,PHO,48,0,728.0,264.0,146.0,37.0,48.1,39.4,69.1
2009,Baron Davis,PG,29,LAC,65,60,2248.0,968.0,238.0,501.0,37.0,30.2,75.7
2009,Elton Brand,PF,29,PHI,29,23,920.0,399.0,254.0,37.0,44.7,,67.6
2010,Dwight Howard,C,24,ORL,82,82,2843.0,1503.0,1082.0,144.0,61.2,,59.2
2010,Mo Williams,PG,27,CLE,69,68,2359.0,1092.0,206.0,368.0,44.2,42.9,89.4
2010,DeSagana Diop,C,28,CHA,27,0,262.0,32.0,65.0,5.0,51.7,,22.2
2010,Tony Allen,SG,28,BOS,54,8,889.0,330.0,145.0,72.0,51.0,,60.5
2010,Michael Finley,SF,36,SAS,25,6,395.0,93.0,38.0,19.0,38.1,31.7,66.7
2010,Johan Petro,C,24,DEN,36,16,436.0,122.0,129.0,14.0,53.5,,66.7
2010,Chris Paul,PG,24,NOH,45,45,1712.0,841.0,191.0,480.0,49.3,40.9,84.7
2010,Andres Nocioni,SF,30,SAC,75,28,1477.0,635.0,222.0,75.0,39.9,38.6,71.7
2010,Vladimir Radmanovic,PF,29,TOT,41,20,891.0,256.0,178.0,45.0,37.7,27.8,74.1
2010,Joey Graham,SF,27,DEN,63,18,759.0,266.0,123.0,22.0,52.0,15.4,74.0
2010,Richard Hamilton,SG,31,DET,46,46,1552.0,831.0,122.0,202.0,40.9,29.7,84.6
2010,Troy Murphy,PF,29,IND,72,69,2344.0,1050.0,737.0,150.0,47.2,38.4,79.8
2010,Kobe Bryant,SG,31,LAL,73,73,2835.0,1970.0,391.0,365.0,45.6,32.9,81.1
2010,Josh McRoberts,C,22,IND,42,3,524.0,179.0,127.0,44.0,52.1,34.8,50.0
2010,Kyle Weaver,SG,23,OKC,12,0,144.0,36.0,18.0,11.0,36.4,36.8,83.3
2010,Kris Humphries,PF,24,DAL,25,0,315.0,131.0,95.0,7.0,46.1,,56.8
2010,Marcus Banks,PG,28,TOR,22,0,244.0,109.0,23.0,26.0,53.4,29.2,82.8
2010,Courtney Lee,SG,24,NJN,71,66,2375.0,885.0,252.0,121.0,43.6,33.8,86.9
2010,Marc Gasol,C,25,MEM,69,69,2469.0,1008.0,640.0,165.0,58.1,,67.0
2010,Tyson Chandler,C,27,CHA,51,27,1163.0,333.0,320.0,16.0,57.4,,73.2
2010,Marcus Haislip,SF,29,SAS,10,0,44.0,25.0,10.0,0.0,47.6,60.0,40.0
2010,Shaquille O'Neal*,C,37,CLE,53,53,1240.0,636.0,355.0,80.0,56.6,,49.6
2010,Marcus Williams,PG,24,MEM,62,1,872.0,269.0,93.0,161.0,38.4,29.6,67.3
2011,C.J. Miles,SF,23,UTA,78,19,1969.0,1000.0,255.0,135.0,40.7,32.2,81.1
2011,Corey Brewer,SF-SG,24,TOT,69,24,1510.0,552.0,175.0,89.0,39.5,26.8,70.8
2011,Trey Johnson,SG,26,LAL,1,0,13.0,6.0,0.0,0.0,66.7,,100.0
2011,Hassan Whiteside,C,21,SAC,1,0,2.0,0.0,0.0,0.0,0.0,,0.0
2011,Hamed Haddadi,C,25,MEM,31,0,168.0,75.0,68.0,5.0,51.7,,65.2
2011,Zydrunas Ilgauskas,C,35,MIA,72,51,1145.0,360.0,287.0,26.0,50.8,,78.3
2011,Jarron Collins,C,32,LAC,23,0,157.0,17.0,17.0,1.0,33.3,,70.0
2011,Timofey Mozgov,C,24,NYK,34,14,458.0,135.0,104.0,15.0,46.4,,70.5
2011,Von Wafer,SG,25,BOS,58,2,553.0,184.0,49.0,35.0,42.1,26.9,84.2
2011,J.J. Redick,SG,26,ORL,59,5,1513.0,593.0,113.0,102.0,44.1,39.7,87.5
2011,Willie Warren,PG,21,LAC,19,0,134.0,37.0,12.0,27.0,37.1,33.3,75.0
2011,Sonny Weems,SF,24,TOR,59,28,1413.0,545.0,153.0,104.0,44.4,27.9,76.6
2011,Jared Jeffries,PF,29,TOT,42,9,601.0,74.0,116.0,36.0,34.9,22.2,41.4
2011,Al Horford,C,24,ATL,77,77,2704.0,1178.0,718.0,266.0,55.7,50.0,79.8
2011,Jordan Hill,C,23,HOU,72,11,1125.0,406.0,306.0,29.0,49.1,,70.6
2011,Chauncey Billups,PG,34,DEN,51,51,1646.0,840.0,125.0,271.0,43.8,44.1,92.3
2011,James Harden,SG,21,OKC,82,5,2189.0,998.0,255.0,176.0,43.6,34.9,84.3
2011,Sebastian Telfair,PG,25,MIN,37,8,711.0,266.0,54.0,111.0,40.2,35.9,73.3
2011,Carlos Arroyo,PG,31,TOT,64,43,1185.0,310.0,103.0,125.0,44.0,44.9,83.0
